team_id,team_name,rl_ids,team_crest,team_url
SSr7kDGC,Brisbane Roar,AUSTRALIA_A_LEAGUE___ROUND_16,https://static.flashscore.com/res/image/data/SUOlzyXg-OlyE5V4J.png,https://www.flashscore.com/team/brisbane-roar/SSr7kDGC/
Wzp1wFWg,Central Coast Mariners,AUSTRALIA_A_LEAGUE___ROUND_16,https://static.flashscore.com/res/image/data/fiS2QlWg-WloyQSJM.png,https://www.flashscore.com/team/central-coast/Wzp1wFWg/
6XqvdP8p,NWS Spirit,AUSTRALIA_NPL_NSW___ROUND_1,https://static.flashscore.com/res/image/data/QTifIQEa-neUHbHlC.png,https://www.flashscore.com/team/nws-spirit/6XqvdP8p/
SfKCW1H8,Sutherland Sharks,AUSTRALIA_NPL_NSW___ROUND_1,https://static.flashscore.com/res/image/data/Q5ClEUAr-nLVPwgJh.png,https://www.flashscore.com/team/sutherland-sharks/SfKCW1H8/
rV65FMHL,Bankstown City Lions,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/nJWRTfyB-QXLak3Y1.png,https://www.flashscore.com/team/bankstown-city-lions-fc/rV65FMHL/
6wbu9yrJ,Rydalmere Lions,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/WArzhUEG-2FSw5ZvK.png,https://www.flashscore.com/team/rydalmere-lions/6wbu9yrJ/
rJJl6Vtt,Cerezo Osaka,JAPAN_J1_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/UPIOwxZA-8l3GGez7.png,https://www.flashscore.com/team/cerezo-osaka/rJJl6Vtt/
zLQAGOBK,Gamba Osaka,JAPAN_J1_LEAGUE___ROUND_1,https://static.flashscore.com/res/image/data/8Eq347h5-WCk3MDxq.png,https://www.flashscore.com/team/gamba-osaka/zLQAGOBK/
4jKYneGa,Taichung Blue W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/IZYva9FG-z1CDRwXC.png,https://www.flashscore.com/team/taichung-blue/4hGuyBYH/
4hGuyBYH,AC Taipei W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/dMXKj9xS-EsAeyoqD.png,https://www.flashscore.com/team/ac-taipei/4jKYneGa/
MHPVIn6U,Kaya,PHILIPPINES_PFL___ROUND_13,https://static.flashscore.com/res/image/data/4GYXoIHG-WKgeQBsR.png,https://www.flashscore.com/team/kaya-fc/EXYIQcj1/
EXYIQcj1,Don Bosco Garelli,PHILIPPINES_PFL___ROUND_13,https://static.flashscore.com/res/image/data/jcE3P0EG-U3HXHJ8f.png,https://www.flashscore.com/team/don-bosco-garelli/MHPVIn6U/
zqCuzbyG,Valkyrie W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/8499TMeM-hOgd1NfD.png,https://www.flashscore.com/team/valkyrie/8rHkqDFO/
8rHkqDFO,Kaohsiung W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/Ot3MsMHG-dKdEORHS.png,https://www.flashscore.com/team/kaohsiung-attackers/zqCuzbyG/
hrmFrjOc,St George Saints,AUSTRALIA_NPL_NSW___ROUND_1,https://static.flashscore.com/res/image/data/zZUbZaFa-hYrQg51l.png,https://www.flashscore.com/team/st-george-saints/hrmFrjOc/
4ORPPwPl,Wollongong Wolves,AUSTRALIA_NPL_NSW___ROUND_1,https://static.flashscore.com/res/image/data/jRj8tVh5-nuKJ7qCF.png,https://www.flashscore.com/team/wollongong/4ORPPwPl/
84SKUunL,Marconi Stallions,AUSTRALIA_NPL_NSW___ROUND_1,https://static.flashscore.com/res/image/data/xpdGfryS-OnQ7q5Bq.png,https://www.flashscore.com/team/marconi-stallions/Iy9d7bP1/
Iy9d7bP1,APIA Leichhardt,AUSTRALIA_NPL_NSW___ROUND_1,https://static.flashscore.com/res/image/data/2oV47CcM-t4Myr8RK.png,https://www.flashscore.com/team/apia-leichhardt/84SKUunL/
KlSzvPd2,Bulls Academy,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/p8FW5SAr-ro6NP2eG.png,https://www.flashscore.com/team/bulls-academy/KlSzvPd2/
OW9O6d1j,Inter Lions,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/xEz6WxeM-bNep5M6n.png,https://www.flashscore.com/team/inter-lions/OW9O6d1j/
0bNJ74JO,Northern Tigers,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/WvKTQjhl-GGN0FKn1.png,https://www.flashscore.com/team/northern-tigers/GnAYrbjA/
GnAYrbjA,Canterbury Bankstown,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/84kITLXg-A9s1svuS.png,https://www.flashscore.com/team/canterbury-bankstown-fc/0bNJ74JO/
OfzUZGy6,Kolos Kovalivka (Ukr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/CxxhPqxS-reHWnXse.png,https://www.flashscore.com/team/kolos-kovalivka/OfzUZGy6/
2m6zvQp5,LNZ Cherkasy (Ukr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/OS92xOwS-h2MXGMKq.png,https://www.flashscore.com/team/lnz-cherkasy/2m6zvQp5/
rmpC8wo6,Neftekhimik (Rus),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/fZQfQZ9r-QkurBi2t.png,https://www.flashscore.com/team/neftekhimik/tpeZ7HFI/
tpeZ7HFI,Kirov (Rus),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/hlK5WIwS-URieRaLe.png,https://www.flashscore.com/team/kirov/rmpC8wo6/
bH2GTTSR,Opava (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/ptvbnJyS-GhXTKbk2.png,https://www.flashscore.com/team/opava/0EDHzr4L/
0EDHzr4L,CSM Resita (Rou),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/StzemKWg-IoNPodjU.png,https://www.flashscore.com/team/csm-resita/bH2GTTSR/
8Q1StIAl,Dulwich Hill,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/dYeydEe5-nDwvs1mk.png,https://www.flashscore.com/team/dulwich-hill/8Q1StIAl/
bVkuzCZ4,Hakoah Sydney,AUSTRALIA_NSW_LEAGUE_ONE___ROUND_1,https://static.flashscore.com/res/image/data/SCDCAUFG-IiKgau8S.png,https://www.flashscore.com/team/hakoah-sydney/bVkuzCZ4/
nyIyTwTm,Bangladesh U19 W,WORLD_FRIENDLY_INTERNATIONAL_WOMEN,https://static.flashscore.com/res/image/data/W83rjiYg-x6WD0lsO.png,https://www.flashscore.com/team/bangladesh/nyIyTwTm/
YaXU6dCG,India U17 W,WORLD_FRIENDLY_INTERNATIONAL_WOMEN,https://static.flashscore.com/res/image/data/UslLOQYg-4CC77yyQ.png,https://www.flashscore.com/team/india/YaXU6dCG/
EXZ8gB7h,Melbourne Victory W,AUSTRALIA_A_LEAGUE_WOMEN___ROUND_16,https://static.flashscore.com/res/image/data/rRKDOgil-hWZsLFUO.png,https://www.flashscore.com/team/melbourne-victory/EXZ8gB7h/
vesnzl7U,Newcastle W,AUSTRALIA_A_LEAGUE_WOMEN___ROUND_16,https://static.flashscore.com/res/image/data/869LIpyB-SbRey5Zo.png,https://www.flashscore.com/team/newcastle/vesnzl7U/
nwyOlpIL,FC Bhayangkara,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/8jnKBPkl-UBTLvuxH.png,https://www.flashscore.com/team/fc-bhayangkara/6gEuDIDT/
6gEuDIDT,Borneo,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/WtXOUJEG-SKnIGW8l.png,https://www.flashscore.com/team/borneo/nwyOlpIL/
tlmtk0qQ,GB FC,LAOS_LAO_LEAGUE___ROUND_13,https://static.flashscore.com/res/image/data/6mcj5qDa-2ZU8FHin.png,https://www.flashscore.com/team/gb-fc/tlmtk0qQ/
A5TODdLm,Young Elephant,LAOS_LAO_LEAGUE___ROUND_13,https://static.flashscore.com/res/image/data/2oNKHEzB-hY2UDbxR.png,https://www.flashscore.com/team/young-elephant/A5TODdLm/
IeUVbzhs,Persik Kediri,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/IgemUgg5-fudV7NWp.png,https://www.flashscore.com/team/persik-kediri/MDFOmQ7H/
MDFOmQ7H,Dewa United,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/nmnoOY9r-lrspFRA0.png,https://www.flashscore.com/team/dewa-united/IeUVbzhs/
OKfoGJBe,WS Wanderers,AUSTRALIA_A_LEAGUE___ROUND_16,https://static.flashscore.com/res/image/data/CM8C0Xh5-ELjhZ8l9.png,https://www.flashscore.com/team/western-sydney-wanderers/l00pXxBN/
l00pXxBN,Melbourne City,AUSTRALIA_A_LEAGUE___ROUND_16,https://static.flashscore.com/res/image/data/hIClxNAr-rL2rkgzd.png,https://www.flashscore.com/team/melbourne-city/OKfoGJBe/
INA42qzi,FK Humenne (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/AZF5dFGG-hlD1IYb2.png,https://www.flashscore.com/team/fk-humenne/INA42qzi/
Glk4EkTo,Slavia TU Kosice (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/6gpRDuyB-SSM2cqDD.png,https://www.flashscore.com/team/slavia-kosice/Glk4EkTo/
SfOWozo9,Benesov (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/G2WTkwBr-nVEw3y7r.png,https://www.flashscore.com/team/benesov/SfOWozo9/
GMJK27qD,Motorlet Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/bNwvQbCa-WIbInKDU.png,https://www.flashscore.com/team/motorlet-prague/GMJK27qD/
27oZF415,Beltinci (Slo),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/S6ueyNYA-EB9Z0sEO.png,https://www.flashscore.com/team/beltinci/27oZF415/
40QU6cXB,Varteks Varazdin (Cro),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/IX5zC1FG-nmKIPn4A.png,https://www.flashscore.com/team/varteks-varazdin-2011/40QU6cXB/
KAja9Zgj,Hradec Kralove B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/lz7caJYA-GjzhU1rl.png,https://www.flashscore.com/team/hradec-kralove/biGSxbBS/
biGSxbBS,Dukla Prague B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/MayjeS9r-O0DiZMuB.png,https://www.flashscore.com/team/dukla-prague/KAja9Zgj/
Ghs8FE7N,Kolin (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/GtiN5Ce5-WKyLv0gJ.png,https://www.flashscore.com/team/kolin/EuEPYusS/
EuEPYusS,Horni Redice (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/xQ4pDAEG-Uo4ASzgB.png,https://www.flashscore.com/team/horni-redice/Ghs8FE7N/
KQOdJ0e1,Kosmonosy (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/GUjw3rZg-Qww3GMDB.png,https://www.flashscore.com/team/kosmonosy/8f2RCz82/
8f2RCz82,Jablonec B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/vg71UDWg-YoLaAoMl.png,https://www.flashscore.com/team/jablonec/KQOdJ0e1/
M34GD2Gt,Noah (Arm),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Kng2HXdM-2mU8GaB3.png,https://www.flashscore.com/team/noah/IeATrtcs/
IeATrtcs,FC Astana (Kaz),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/xQ4VYGzS-llrJz3e1.png,https://www.flashscore.com/team/fc-astana/M34GD2Gt/
MF3k2BPd,Pohronie (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/IFRolBg5-t4QdFfaQ.png,https://www.flashscore.com/team/fk-pohronie/GSTtsLqt/
GSTtsLqt,Banik Prievidza (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/jcQ1LmwS-4zDt56EA.png,https://www.flashscore.com/team/banik-prievidza/MF3k2BPd/
nsxXAIia,Meteor Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/hv8J0eXg-bNsKOrPC.png,https://www.flashscore.com/team/meteor-prague/nsxXAIia/
29pnwlUc,Zapy (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/E1YIfnHG-r5EdMJr6.png,https://www.flashscore.com/team/zapy/29pnwlUc/
WSpInAkB,Polanka nad Odrou (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/hzA9fYjl-zPzLdyS7.png,https://www.flashscore.com/team/polanka-nad-odrou/GjppWpLj/
GjppWpLj,Brumov (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Sxn2W3dM-tCxZ17Mc.png,https://www.flashscore.com/team/brumov/WSpInAkB/
tIYDbgDm,Slavia Prague U20 (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/6LYetVfM-vTXT3LjJ.png,https://www.flashscore.com/team/slavia-prague/CrrN9wRN/
CrrN9wRN,Pardubice B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/6aTo23dM-SWpJk4rp.png,https://www.flashscore.com/team/pardubice/tIYDbgDm/
U7FOTziM,Spisska Nova Ves (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/baZhUCwS-Sb5FILYk.png,https://www.flashscore.com/team/spisska-nova-ves/U7FOTziM/
6Nr1mrIk,Lubovna (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/EsUBrGBr-SWESPnrA.png,https://www.flashscore.com/team/stara-lubovna/6Nr1mrIk/
hCiUSaf2,Tempo Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/KjYivNYg-6oU6qZ0K.png,https://www.flashscore.com/team/tempo-prague/tfHXeFeQ/
tfHXeFeQ,FK Komarov (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/A1HJ8SfM-QcVdyYni.png,https://www.flashscore.com/team/fk-komarov/hCiUSaf2/
pQAxlRVL,Triglav (Slo),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Ee2gI9eM-SObuJ8lK.png,https://www.flashscore.com/team/triglav/vuyqLqnk/
vuyqLqnk,Rukh Lviv (Ukr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/MLx366il-vPBjrhhc.png,https://www.flashscore.com/team/rukh-lviv/pQAxlRVL/
MgxTd1Lp,VfB Oldenburg (Ger),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/8ILVGKeM-lrRNKE7p.png,https://www.flashscore.com/team/vfb-oldenburg/fLhfB37a/
fLhfB37a,Jeddeloh (Ger),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/OWniqrf5-Me1TCQhp.png,https://www.flashscore.com/team/jeddeloh/MgxTd1Lp/
nBaemIaU,Zlin B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/G2UinWBr-EPO4eYDP.png,https://www.flashscore.com/team/zlin/jJETZiAt/
jJETZiAt,Uhersky Brod (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/SpTNKvXg-pjxI1qH0.png,https://www.flashscore.com/team/uhersky-brod/nBaemIaU/
UkaqAx75,Brozany (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/CQtGc0zB-Ug0lQn10.png,https://www.flashscore.com/team/brozany/pb7cIgFA/
pb7cIgFA,Admira Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/SSEyz8Ea-bwnYfdyL.png,https://www.flashscore.com/team/admira-prague/UkaqAx75/
Ac6FOcar,Dnepr Mogilev (Blr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/U1hVB7Br-n3EODL5E.png,https://www.flashscore.com/team/dnepr-mogilev/Ac6FOcar/
As405FJb,FC Gomel (Blr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/lQspHeCa-8IAnrpV2.png,https://www.flashscore.com/team/fc-gomel/As405FJb/
Uqe7mwdr,Varnsdorf (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/xnqvBIfM-t8zCXcz7.png,https://www.flashscore.com/team/varnsdorf/IsUetO2E/
IsUetO2E,Hradek nad Nisou (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Y5PnEtwS-ARG1Lsgr.png,https://www.flashscore.com/team/hradek-nad-nisou/Uqe7mwdr/
jq7MrgUe,Tuloy,PHILIPPINES_PFL___ROUND_13,https://static.flashscore.com/res/image/data/rJNHBSEa-6N76cNOA.png,https://www.flashscore.com/team/tuloy/rRQRJSjO/
rRQRJSjO,Philippine Army,PHILIPPINES_PFL___ROUND_13,https://static.flashscore.com/res/image/data/ChXx65Xg-d8YaLjT0.png,https://www.flashscore.com/team/philippine-army/jq7MrgUe/
YF6nYqJ7,AS Roma U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/noX9AWjl-fXL28CHk.png,https://www.flashscore.com/team/as-roma/YF6nYqJ7/
zDpdICPp,Genoa U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/KrBvQzWg-hCD6m1R3.png,https://www.flashscore.com/team/genoa/zDpdICPp/
boEfbzat,Monza U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/Ojl7Lxil-dvyZ48ZA.png,https://www.flashscore.com/team/monza/tEbXWFBs/
tEbXWFBs,Lecce U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/KCT5kBg5-fq0nHBOl.png,https://www.flashscore.com/team/lecce/boEfbzat/
0zjHr0CN,Bidco United,KENYA_PREMIER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/WtVky9GG-traGRhJJ.png,https://www.flashscore.com/team/bidco-united/0zjHr0CN/
OfdPtDuK,Kakamega Homeboyz,KENYA_PREMIER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/p8djUCCa-QelqBqRP.png,https://www.flashscore.com/team/kakamega-homeboyz/OfdPtDuK/
U5BqZHjM,Hualien W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/rgxGe8wS-UB1lXcOD.png,https://www.flashscore.com/team/hualien/StiKSFTk/
StiKSFTk,Hang Yuan W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/QiQoEsZA-nkPOoc0O.png,https://www.flashscore.com/team/hang-yuan/U5BqZHjM/
K22PejaU,Taipei Bravo W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/IJnsz6zB-8MhPLQtl.png,https://www.flashscore.com/team/taipei-bravo/ljhGTeEq/
ljhGTeEq,Taichung Sakura W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/Qul35sHG-AcmyAXm7.png,https://www.flashscore.com/team/taichung-sakura/K22PejaU/
